Date,Time,DayOfWeek,CrimeType,Severity,WeaponUsed,VictimAge,VictimGender,SuspectAge,SuspectGender,Location,Temperature,PopulationDensity,PolicePatrolFrequency,ResponseTime,CrimeRate
2022-09-22,01:00 AM,Thursday,Burglary,Low,Firearm,44.0,Male,61.0,Male,Suburban,84.85468562700734,509.97527340646695,High,12.587405794725381,0.04122781399906039
2022-12-12,11:00 PM,Monday,Robbery,Low,Other,44.0,Male,44.0,Male,Rural,59.43861683664713,662.9757623256651,Medium,13.633599448158256,0.5196678964659299
2022-02-22,02:00 PM,Tuesday,Robbery,Low,None,44.0,Female,57.0,Male,Urban,59.43861683664713,668.4231579576173,Medium,29.776412718477175,0.5196678964659299
2022-12-06,05:00 PM,Tuesday,Assault,Low,Firearm,67.0,Male,28.0,Male,Urban,32.91581488263368,833.2912163099328,Low,7.548813739506937,0.5196678964659299
2022-04-02,03:00 AM,Saturday,Assault,High,Firearm,22.0,Male,44.0,Male,Rural,59.43861683664713,446.8231386243271,Medium,15.116125711002482,0.5591858799798484
2022-09-21,12:00 PM,Wednesday,Assault,High,None,47.0,Female,25.0,Female,Rural,63.0032114912277,509.97527340646695,High,16.689723712469167,0.5196678964659299
2022-02-04,02:00 AM,Friday,Theft,Medium,Firearm,41.0,Female,44.0,Male,Urban,59.43861683664713,309.9830656753848,High,25.526959049956027,0.5196678964659299
2022-07-25,05:00 PM,Monday,Burglary,Medium,None,20.0,Male,47.0,Female,Rural,59.43861683664713,981.005190036976,Medium,7.308645973635806,0.5196678964659299
2022-03-22,09:00 AM,Tuesday,Burglary,High,None,44.0,Male,44.0,Female,Urban,59.43861683664713,616.445646471067,High,16.689723712469167,0.11835410132658752
2022-02-19,08:00 PM,Saturday,Assault,High,Other,62.0,Female,56.0,Female,Rural,59.43861683664713,724.2502305609693,Low,6.412085600087051,0.5196678964659299
2022-12-26,07:00 PM,Monday,Burglary,Low,Knife,21.0,Male,45.0,Male,Rural,78.65283025094396,56.98993814414381,High,21.821375945242277,0.9275035512965756
2022-01-02,11:00 AM,Sunday,Assault,Low,Other,43.0,Male,44.0,Female,Suburban,59.43861683664713,542.2954455733948,Low,16.689723712469167,0.5196678964659299
2022-02-23,06:00 PM,Wednesday,Theft,Medium,Knife,44.0,Female,53.0,Female,Rural,59.43861683664713,85.65222465521296,High,16.689723712469167,0.6594456587156382
2022-04-16,06:00 AM,Saturday,Theft,High,Knife,63.0,Female,30.0,Male,Suburban,63.05760814947802,509.97527340646695,Low,18.053162335804423,0.9144576508809412
2022-09-17,10:00 PM,Saturday,Robbery,Medium,Knife,44.0,Male,49.0,Male,Rural,62.6658838287684,509.97527340646695,Low,16.689723712469167,0.09011363293414454
2022-11-06,02:00 AM,Sunday,Theft,High,Firearm,44.0,Male,53.0,Female,Urban,59.43861683664713,969.9981739753874,Medium,12.512218965815972,0.5196678964659299
2022-07-10,01:00 AM,Sunday,Assault,Low,Other,44.0,Male,54.0,Male,Urban,33.53295150739362,563.525041619478,Low,25.081585015678204,0.6168168843755751
2022-08-06,09:00 PM,Saturday,Theft,Medium,Knife,44.0,Female,43.0,Male,Rural,98.19652505470741,509.97527340646695,Medium,16.689723712469167,0.5986371788298613
2022-02-13,07:00 AM,Sunday,Robbery,Medium,None,44.0,Male,39.0,Male,Rural,59.43861683664713,947.7662395360693,High,23.073585609736178,0.5196678964659299
2022-06-11,09:00 AM,Saturday,Burglary,High,Firearm,23.0,Male,44.0,Male,Urban,59.43861683664713,509.97527340646695,High,16.689723712469167,0.5196678964659299
2022-07-21,02:00 AM,Thursday,Assault,Low,Other,44.0,Female,48.0,Female,Rural,68.25963381472238,509.97527340646695,High,11.246344901958238,0.7947977548207765
2022-09-27,07:00 AM,Tuesday,Burglary,Medium,Knife,47.0,Female,35.0,Male,Suburban,59.43861683664713,492.4392987841227,Low,13.411529064430306,0.11285816494369716
2022-12-17,03:00 AM,Saturday,Robbery,Low,None,59.0,Male,44.0,Male,Suburban,59.43861683664713,509.97527340646695,High,16.689723712469167,0.5335214309809838
2022-10-31,12:00 PM,Monday,Robbery,Medium,Other,44.0,Female,41.0,Male,Suburban,75.59761064971806,509.97527340646695,High,16.360557978988528,0.5196678964659299
2022-09-28,08:00 AM,Wednesday,Robbery,Low,Other,54.0,Female,44.0,Female,Suburban,61.21336227092711,482.69229340604363,Medium,23.628620245695508,0.8725740192976446
2022-08-03,02:00 PM,Wednesday,Burglary,High,Firearm,59.0,Male,44.0,Female,Suburban,99.2228136467953,509.97527340646695,Medium,16.689723712469167,0.5076367226563473
2022-09-09,08:00 PM,Friday,Burglary,Medium,Other,44.0,Female,19.0,Male,Rural,68.9073324998181,388.93196583178866,High,16.689723712469167,0.8079656892607574
2022-07-09,11:00 AM,Saturday,Burglary,Medium,Firearm,44.0,Female,48.0,Male,Rural,59.43861683664713,206.05692698313166,High,16.689723712469167,0.36808563766621427
2022-10-23,05:00 AM,Sunday,Burglary,Low,Knife,44.0,Male,44.0,Female,Suburban,59.43861683664713,528.5334628604585,Low,16.689723712469167,0.5196678964659299
2022-08-01,11:00 AM,Monday,Robbery,Low,Firearm,23.0,Female,44.0,Male,Rural,33.637000926531364,838.6927401284739,Low,6.487004077709739,0.04149930438571148
2022-07-27,11:00 AM,Wednesday,Robbery,Medium,None,21.0,Male,63.0,Male,Rural,59.43861683664713,680.8116166642221,High,20.27268805395991,0.2815096207723755
2022-08-25,06:00 AM,Thursday,Assault,High,Firearm,44.0,Male,49.0,Female,Suburban,47.75671603020687,371.44947262895505,Medium,16.689723712469167,0.5196678964659299
2022-12-04,09:00 PM,Sunday,Assault,Low,None,26.0,Female,44.0,Male,Rural,54.54456760862218,509.97527340646695,High,24.84739137986292,0.5603519740199618
2022-02-22,08:00 AM,Tuesday,Burglary,Low,Firearm,44.0,Female,44.0,Male,Rural,82.54238607429811,509.97527340646695,Low,16.689723712469167,0.021738838063707355
2022-10-07,10:00 PM,Friday,Theft,Low,Other,44.0,Female,27.0,Female,Rural,58.73384257307259,248.88097941489383,Medium,26.275094169931226,0.5205705442991734
2022-08-05,09:00 PM,Friday,Theft,Medium,Knife,44.0,Male,44.0,Female,Suburban,83.52115602127702,509.97527340646695,Medium,16.689723712469167,0.5196678964659299
2022-09-09,08:00 PM,Friday,Robbery,Medium,None,44.0,Female,44.0,Male,Rural,66.11911225118928,754.2432729332241,Low,16.689723712469167,0.5771222699144422
2022-07-07,02:00 AM,Thursday,Robbery,Medium,Firearm,69.0,Male,41.0,Female,Urban,59.43861683664713,509.97527340646695,High,25.29724108920792,0.5196678964659299
2022-02-10,07:00 PM,Thursday,Robbery,Medium,Firearm,44.0,Female,52.0,Male,Urban,84.79829949467779,969.4713376537875,High,16.689723712469167,0.634091945079839
2022-06-06,08:00 PM,Monday,Assault,High,Firearm,62.0,Female,44.0,Male,Suburban,39.06317364424733,895.3445743838952,High,6.31891537080227,0.9846443693733663
2022-01-15,05:00 AM,Saturday,Assault,High,Other,44.0,Female,65.0,Male,Urban,37.95063838398364,509.97527340646695,Low,16.423471247456224,0.13826534387687106
2022-10-28,05:00 PM,Friday,Robbery,Medium,Other,44.0,Male,44.0,Female,Suburban,59.43861683664713,553.5497222517618,Medium,28.55394792574983,0.5196678964659299
2022-03-06,11:00 PM,Sunday,Robbery,High,None,44.0,Female,44.0,Female,Urban,40.86793967696711,76.44899869945698,Low,16.689723712469167,0.5196678964659299
2022-12-11,07:00 AM,Sunday,Robbery,Low,None,21.0,Female,44.0,Male,Urban,20.726962796097304,284.3236245025389,High,16.689723712469167,0.5196678964659299
2022-11-23,05:00 AM,Wednesday,Theft,Low,Other,22.0,Male,44.0,Male,Urban,59.43861683664713,486.6340141462801,Low,23.603167142859256,0.6637983920426683
2022-01-09,02:00 PM,Sunday,Assault,Low,None,54.0,Male,44.0,Female,Suburban,60.88750571779184,509.97527340646695,Medium,25.14482164895587,0.48982806054672245
2022-12-10,12:00 PM,Saturday,Theft,Medium,Knife,58.0,Female,44.0,Female,Suburban,59.43861683664713,579.3892416524901,Low,11.78470470591912,0.5196678964659299
2022-05-09,08:00 AM,Monday,Theft,Low,Knife,44.0,Female,44.0,Female,Rural,97.35748116946523,509.97527340646695,High,16.689723712469167,0.4323559921467647
2022-05-16,08:00 PM,Monday,Robbery,High,Other,30.0,Female,44.0,Male,Suburban,59.43861683664713,315.7785843426888,Medium,16.689723712469167,0.5196678964659299
2022-03-04,10:00 PM,Friday,Robbery,Medium,None,51.0,Male,26.0,Female,Urban,59.43861683664713,509.97527340646695,Low,16.689723712469167,0.9275613488190422
2022-05-19,05:00 PM,Thursday,Burglary,High,Firearm,62.0,Male,44.0,Female,Urban,31.156018896412814,509.97527340646695,Low,7.819922971664424,0.30772418936437096
2022-03-22,07:00 AM,Tuesday,Burglary,Low,Knife,44.0,Male,44.0,Male,Suburban,65.5365170503542,509.97527340646695,Medium,22.647061117043037,0.11159392476666719
2022-06-12,09:00 PM,Sunday,Theft,Low,Other,40.0,Male,42.0,Male,Suburban,89.43837013847224,762.652791306871,Medium,16.689723712469167,0.8397647240386029
2022-10-16,10:00 AM,Sunday,Assault,Low,None,68.0,Female,65.0,Male,Suburban,59.43861683664713,708.7308107575918,High,16.689723712469167,0.9971702514257245
2022-09-18,01:00 AM,Sunday,Robbery,Medium,Other,20.0,Male,35.0,Female,Rural,59.43861683664713,991.11060031357,Medium,24.345018714225848,0.2926088940396455
2022-08-19,07:00 AM,Friday,Robbery,High,Firearm,59.0,Male,68.0,Male,Urban,49.763485424976594,509.97527340646695,High,13.959063391445712,0.35778492584176624
2022-02-10,01:00 AM,Thursday,Theft,Medium,Knife,51.0,Male,44.0,Male,Rural,27.39596136296533,523.2798342152802,Low,9.579956128165872,0.9416331814852029
2022-01-28,10:00 AM,Friday,Burglary,Medium,Other,49.0,Female,57.0,Male,Rural,56.63202361016572,363.05389308529686,High,21.069341540457312,0.7111295180030899
2022-05-15,12:00 PM,Sunday,Assault,Low,Other,62.0,Female,34.0,Male,Urban,51.558351267108605,468.572958356216,Low,16.689723712469167,0.29563833177963617
2022-07-20,08:00 AM,Wednesday,Burglary,Medium,Other,68.0,Male,44.0,Female,Urban,59.43861683664713,864.1026233759187,Medium,26.50183797474482,0.5196678964659299
2022-11-24,02:00 AM,Thursday,Burglary,Medium,Firearm,66.0,Male,59.0,Male,Suburban,39.51962418819778,509.97527340646695,Low,16.689723712469167,0.9442295793642561
2022-09-25,06:00 AM,Sunday,Burglary,Low,Other,38.0,Female,44.0,Female,Suburban,97.33873820280864,888.3191317802026,Medium,15.836592493328093,0.5196678964659299
2022-02-02,06:00 PM,Wednesday,Burglary,Medium,Firearm,44.0,Female,32.0,Female,Rural,59.43861683664713,243.33555291529214,Low,14.918190011709646,0.7418327137286597
2022-02-17,10:00 PM,Thursday,Robbery,Low,Firearm,61.0,Female,44.0,Female,Suburban,39.8105314457151,879.6930619493661,Low,16.689723712469167,0.7369963117270224
2022-03-03,10:00 AM,Thursday,Robbery,Low,Firearm,44.0,Female,30.0,Male,Suburban,59.43861683664713,106.7741604694652,Low,16.689723712469167,0.17802032429227033
2022-08-04,06:00 AM,Thursday,Burglary,Low,Knife,61.0,Female,44.0,Female,Urban,91.6444592699108,894.1693164152948,Low,16.689723712469167,0.5196678964659299
2022-10-20,08:00 PM,Thursday,Assault,Low,Knife,28.0,Female,49.0,Male,Urban,59.43861683664713,509.97527340646695,High,10.95213032017794,0.5196678964659299
2022-04-09,03:00 PM,Saturday,Theft,Medium,Other,44.0,Female,26.0,Male,Suburban,55.47512822688353,348.85825174336316,Low,16.689723712469167,0.5196678964659299
2022-06-21,12:00 PM,Tuesday,Assault,Low,Other,44.0,Female,44.0,Male,Urban,45.67976365127183,536.4841478637306,High,16.689723712469167,0.36463999101378297
2022-12-26,08:00 PM,Monday,Assault,Low,Knife,44.0,Male,37.0,Female,Suburban,59.43861683664713,509.97527340646695,Medium,16.689723712469167,0.5196678964659299
2022-08-02,02:00 PM,Tuesday,Assault,Medium,None,18.0,Male,43.0,Male,Urban,59.43861683664713,95.3922964473351,Medium,8.24747011342027,0.26623349451780143
2022-02-04,04:00 AM,Friday,Burglary,Medium,Knife,45.0,Male,44.0,Male,Urban,59.43861683664713,509.97527340646695,High,22.88590508191351,0.5196678964659299
2022-08-15,08:00 AM,Monday,Robbery,High,Firearm,41.0,Male,38.0,Male,Urban,78.91785396952582,863.7433892491689,Medium,16.689723712469167,0.5196678964659299
2022-04-11,04:00 AM,Monday,Assault,Medium,Knife,44.0,Male,35.0,Female,Urban,24.132588569171283,426.2517535636934,Medium,13.280207558213041,0.660118902996174
2022-05-11,07:00 AM,Wednesday,Burglary,Medium,Firearm,44.0,Male,44.0,Female,Suburban,59.43861683664713,239.19905271721365,Low,12.062468165524113,0.8360792751668383
2022-09-14,11:00 PM,Wednesday,Assault,High,Other,64.0,Female,33.0,Female,Rural,50.90301641164362,509.97527340646695,Low,18.87899324475387,0.7184472813024161
2022-01-05,05:00 PM,Wednesday,Assault,Medium,None,51.0,Female,26.0,Male,Urban,48.27785536485764,416.27487641708586,Low,16.689723712469167,0.5232585129386573
2022-08-06,05:00 PM,Saturday,Burglary,Medium,Other,44.0,Male,44.0,Female,Suburban,59.43861683664713,509.97527340646695,High,18.321910867418687,0.5196678964659299
2022-09-12,08:00 AM,Monday,Robbery,Medium,Firearm,53.0,Male,44.0,Male,Suburban,59.2815810135128,509.97527340646695,High,28.27564982437669,0.5196678964659299
2022-12-25,11:00 PM,Sunday,Robbery,Medium,Firearm,68.0,Female,55.0,Male,Urban,45.6586865849257,529.859777956806,Medium,16.689723712469167,0.7054895485786347
2022-10-10,06:00 PM,Monday,Theft,High,Firearm,44.0,Female,36.0,Female,Rural,35.380633477447354,509.97527340646695,Low,14.036633212462885,0.745864238365333
2022-07-26,01:00 PM,Tuesday,Burglary,Medium,None,52.0,Female,44.0,Male,Urban,59.43861683664713,509.97527340646695,High,24.44200940687232,0.5196678964659299
2022-01-15,06:00 PM,Saturday,Theft,Medium,Knife,35.0,Male,52.0,Female,Suburban,97.9923418248188,105.32593927926146,High,23.47003458170474,0.7477434259276107
2022-12-12,12:00 PM,Monday,Theft,High,Other,57.0,Female,65.0,Male,Rural,52.88907335958789,299.16060572423567,Low,16.689723712469167,0.44111616409833365
2022-02-11,11:00 AM,Friday,Theft,Low,Other,39.0,Male,35.0,Female,Suburban,55.57702214866686,464.266956208347,High,16.689723712469167,0.5196678964659299
2022-06-28,07:00 AM,Tuesday,Robbery,High,Knife,44.0,Male,33.0,Male,Urban,59.43861683664713,199.0574929388141,Low,18.261829679944807,0.5196678964659299
2022-03-04,04:00 AM,Friday,Burglary,Low,Other,36.0,Female,44.0,Male,Rural,98.66726147313813,950.1868700078409,Medium,16.689723712469167,0.8540163336687865
2022-12-18,04:00 PM,Sunday,Theft,High,None,54.0,Female,44.0,Male,Suburban,59.43861683664713,509.97527340646695,Medium,16.689723712469167,0.8024598153373704
2022-08-19,03:00 PM,Friday,Burglary,High,Other,56.0,Male,42.0,Male,Suburban,74.50256884259471,509.97527340646695,Medium,10.742557884053358,0.041374382467259885
2022-08-29,02:00 AM,Monday,Burglary,Medium,Firearm,44.0,Female,44.0,Male,Suburban,59.43861683664713,611.26430684202,Low,10.992726956061118,0.37888709033260526
2022-02-21,01:00 AM,Monday,Robbery,Low,Knife,25.0,Female,57.0,Female,Urban,68.58595334344528,735.3766992540934,High,14.315127589426995,0.034716152183894566
2022-04-06,03:00 AM,Wednesday,Theft,Medium,None,45.0,Male,44.0,Male,Rural,27.086267170931528,509.97527340646695,Medium,10.75857080255878,0.5196678964659299
2022-08-10,04:00 AM,Wednesday,Theft,Low,Knife,22.0,Female,44.0,Female,Urban,74.14978206620611,887.5535817166401,Medium,16.689723712469167,0.6014107220036113
2022-08-19,08:00 PM,Friday,Burglary,High,None,34.0,Male,44.0,Female,Urban,25.12757688289404,539.432614831303,Medium,16.689723712469167,0.8738218211622534
2022-08-25,05:00 AM,Thursday,Assault,High,Firearm,44.0,Male,66.0,Female,Urban,59.43861683664713,509.97527340646695,High,13.004655485101383,0.5196678964659299
2022-05-23,09:00 PM,Monday,Robbery,Low,Knife,44.0,Female,44.0,Male,Rural,79.16649417773941,509.97527340646695,High,27.83611746188975,0.5196678964659299
2022-06-20,01:00 PM,Monday,Robbery,Medium,Other,36.0,Male,23.0,Male,Urban,59.43861683664713,575.0686955432631,Low,16.689723712469167,0.9108789048064437
2022-01-29,07:00 PM,Saturday,Robbery,Medium,None,44.0,Male,44.0,Male,Urban,87.32976060342193,159.0048604212823,Medium,16.689723712469167,0.8143009836715878
2022-02-05,02:00 AM,Saturday,Robbery,Medium,Knife,51.0,Female,44.0,Female,Urban,22.42830444264034,509.97527340646695,High,16.689723712469167,0.5196678964659299
2022-01-13,12:00 PM,Thursday,Theft,Medium,Other,28.0,Female,44.0,Male,Urban,87.50502909266449,509.97527340646695,Low,11.189112703544616,0.5196678964659299
2022-06-09,12:00 PM,Thursday,Theft,High,Knife,44.0,Female,31.0,Male,Suburban,56.82632405142121,305.41846773005625,Medium,25.183640530009214,0.522693774044537
2022-11-23,07:00 PM,Wednesday,Assault,High,Knife,44.0,Male,48.0,Female,Urban,37.40703519453156,69.9850573374452,High,16.689723712469167,0.15809233728284877
2022-07-06,02:00 PM,Wednesday,Robbery,High,Knife,29.0,Male,44.0,Female,Suburban,59.43861683664713,736.6972437052017,High,14.653897964845529,0.1247361132216791
2022-08-31,04:00 PM,Wednesday,Robbery,High,None,44.0,Female,44.0,Female,Urban,59.43861683664713,80.86226685565671,Low,28.859922550836856,0.5196678964659299
2022-03-27,08:00 AM,Sunday,Burglary,High,Other,28.0,Male,44.0,Female,Rural,25.81324700649254,509.97527340646695,Medium,16.689723712469167,0.5196678964659299
2022-10-11,05:00 PM,Tuesday,Theft,Medium,Firearm,56.0,Female,42.0,Female,Suburban,59.43861683664713,509.97527340646695,Medium,16.689723712469167,0.9305292676740187
2022-03-07,12:00 AM,Monday,Robbery,Medium,None,44.0,Female,44.0,Female,Suburban,59.43861683664713,970.3739560489142,High,15.697867254694634,0.5196678964659299
2022-06-19,09:00 PM,Sunday,Assault,Medium,None,44.0,Male,49.0,Male,Suburban,69.61878791688963,510.00248238025955,Medium,9.936839592142075,0.5196678964659299
2022-02-14,11:00 PM,Monday,Assault,Medium,None,34.0,Female,44.0,Female,Suburban,59.43861683664713,110.4213645589075,Low,16.689723712469167,0.493076709787574
2022-03-03,03:00 AM,Thursday,Theft,High,Firearm,37.0,Male,44.0,Male,Rural,30.05147939298512,574.1035694161386,High,16.689723712469167,0.26560945766641486
2022-05-14,09:00 PM,Saturday,Assault,High,Other,44.0,Male,45.0,Male,Urban,59.43861683664713,509.97527340646695,High,8.136044611263,0.7043529564721301
